Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
71.04,17.4,5.47,0.0,0.0,0.06,0.0,0.02,0.27,5.7,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.25,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
66.6,17.6,5.52,0.0,0.0,0.05,0.0,0.01,0.57,9.6,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.86,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
66.25,17.5,5.69,0.0,0.0,0.02,0.0,0.0,0.5,10.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.86,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
64.86,17.6,5.48,0.0,0.0,0.07,0.0,0.02,0.23,11.7,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.95,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
61.22,17.6,5.44,0.0,0.0,0.09,0.0,0.0,0.5,15.1,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.77,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
69.84,17.0,13.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.69,43.45804676753783,0.5 M H2SO4,0.0,0.0,"Potentiodynamic Polarization, the electrochemical experiments were carried out in an inert gas glove box by using a 0.5 M H2SO4 solution which was de-aerated by purging with N2. Sample disks of 10 mm diameter were mounted in the electrochemical glass cell equipped with a platinum counter electrode and a mercurous sulfate reference electrode.",1.0,Not Available,Not Available,no major difference between different sample in fig 1,1
72.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.69,43.45804676753783,0.5 M H2SO4,0.0,0.0,"Potentiodynamic Polarization, the electrochemical experiments were carried out in an inert gas glove box by using a 0.5 M H2SO4 solution which was de-aerated by purging with N2. Sample disks of 10 mm diameter were mounted in the electrochemical glass cell equipped with a platinum counter electrode and a mercurous sulfate reference electrode.",1.0,Not Available,Not Available,"no major difference between different sample in fig 1, N<10ppm",1
66.81,16.64,14.23,2.25,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.73,25.0,1 M KCl,1.0,7.0,"Potentiodynamic Polarization, Cu-wire was spot-welded to one side of each specimen, mounted in epoxy resin, and ground to 2000 grade silicon carbide. To avoid crevice corrosion, the specimenmount interface was carefully coated with a thin ®lm of silicone sealant. Approximately 1 cm2 of the surface was exposed to the test solution.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
66.76,16.56,14.26,2.27,0.0,0.06,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.94,25.0,1 M KCl,1.0,7.0,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
67.07,16.4,14.1,2.23,0.0,0.12,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.28,25.0,1 M KCl,1.0,7.0,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
66.99,16.36,14.08,2.29,0.0,0.17,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.83,25.0,1 M KCl,1.0,7.0,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
46.2,16.91,14.29,2.18,0.0,0.39,0.0,0.0,0.01,20.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,25.0,1 M KCl,1.0,7.0,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
66.81,16.64,14.23,2.25,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.35,25.0,0.5 M HCl,0.5,0.3,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.2,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,1
