No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
116,48.38,19.83,24.99,4.59,0,0.21,0,0.01,0.54,1.44,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,740.08,75,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
117,49.45,19.2,24.86,4.5,0,0.02,0,0,0.54,1.42,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,379.7,90,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"low nitrogen contents was attained by denitriding in hydrogen for 72h at 1200C, followed by cold rolling to reduce the grain size and final annealing for 20 min at 1100C",NA,Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
118,48.74,19.85,24.86,4.5,0,0.06,0,0.02,0.54,1.42,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,361.42,90,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
119,48.54,19.87,24.95,4.55,0,0.13,0,0.02,0.49,1.45,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,436.55,90,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
120,48.38,19.83,24.99,4.59,0,0.21,0,0.01,0.54,1.44,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,450.76,90,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
121,67.04,21.89,5.57,3.22,0,0.05,0,0.01,0.49,1.72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,190.77,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
122,67.21,21.72,5.58,3.16,0,0.08,0,0.01,0.49,1.74,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,225.31,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
123,66.84,21.92,5.6,3.22,0,0.12,0,0.01,0.51,1.77,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,226.23,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
124,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,277.95,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
125,67.24,21.7,5.51,3.14,0,0.16,0,0.01,0.5,1.73,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,352.91,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
126,67.17,21.7,5.51,3.16,0,0.24,0,0.02,0.5,1.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,724.53,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
127,67.04,21.89,5.57,3.22,0,0.05,0,0.01,0.49,1.72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,156.33,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
128,67.21,21.72,5.58,3.16,0,0.08,0,0.01,0.49,1.74,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,169.92,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
129,66.84,21.92,5.6,3.22,0,0.12,0,0.01,0.51,1.77,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,163.34,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
130,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,186.61,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
131,67.24,21.7,5.51,3.14,0,0.16,0,0.01,0.5,1.73,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,243.61,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
132,67.17,21.7,5.51,3.16,0,0.24,0,0.02,0.5,1.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,461.75,60,deaerated 5 wt.% NaCl + 0.01 atm H2S,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
133,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,256.93,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching, then 500 C heated for 1 h",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
134,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,243.35,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching, then 600 C heated for 1 h",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
135,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,160.4,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching, then 700 C heated for 1 h",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
136,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,88.43,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching, then 800 C heated for 1 h",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
137,66.91,21.75,5.56,3.3,0,0.14,0,0.02,0.49,1.83,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,58.67,60,deaerated 5 wt.% NaCl,0.9,7,Potentiodynamic Polarization,0.33,"Melted in the laboratory. The ingots were forged, hot rolled to plates of 5 mm in thickness, and then solution heat treated at 1050 C for 30 min, followed by water quenching, then 900 C heated for 1 h",22 Cr Duplex SS,Ground to 600,38,Fe Alloy
138,61.68,25.92,5.9,3.19,0,0.2,0,0.03,0.47,0.96,1.62,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,322,65,3.5 wt.% NaCl,0.62,7,"Potentiodynamic Polarization. Potentiodynamic sweeps in hot 3.5% NaCl solution were carried out at a rate of 1 mV s-1. The tests were carried out in a glass three-electrode cell held in a water bath at 65 °C. In all experiments the rod under test was supported in a holder on the lid of the cell such that the end face just touched the surface of the test solution as described above. The counter electrode was a platinum wire, the reference electrode a saturated calomel electrode (SCE) at the same solution temperature; all potentials are given against the SCE. The potential at which the current density exceeded 50 uA cm-2 was defined as the pitting potential.",1,"annealled at 1020C for 2h, then water quenched",53 wt.% austenite + 47 wt.% ferrite,25 Cr duplex SS UNS S32550,40,Fe Alloy
139,61.68,25.92,5.9,3.19,0,0.2,0,0.03,0.47,0.96,1.62,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,255,65,3.5 wt.% NaCl,0.62,7,"Potentiodynamic Polarization. Potentiodynamic sweeps in hot 3.5% NaCl solution were carried out at a rate of 1 mV s-1. The tests were carried out in a glass three-electrode cell held in a water bath at 65 °C. In all experiments the rod under test was supported in a holder on the lid of the cell such that the end face just touched the surface of the test solution as described above. The counter electrode was a platinum wire, the reference electrode a saturated calomel electrode (SCE) at the same solution temperature; all potentials are given against the SCE. The potential at which the current density exceeded 50 uA cm-2 was defined as the pitting potential.",1,"annealled at 1060C for 2h, then water quenched",49 wt.% austenite + 51 wt.% ferrite,25 Cr duplex SS UNS S32550,40,Fe Alloy
140,61.68,25.92,5.9,3.19,0,0.2,0,0.03,0.47,0.96,1.62,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,209,65,3.5 wt.% NaCl,0.62,7,"Potentiodynamic Polarization. Potentiodynamic sweeps in hot 3.5% NaCl solution were carried out at a rate of 1 mV s-1. The tests were carried out in a glass three-electrode cell held in a water bath at 65 °C. In all experiments the rod under test was supported in a holder on the lid of the cell such that the end face just touched the surface of the test solution as described above. The counter electrode was a platinum wire, the reference electrode a saturated calomel electrode (SCE) at the same solution temperature; all potentials are given against the SCE. The potential at which the current density exceeded 50 uA cm-2 was defined as the pitting potential.",1,"annealled at 1100C for 2h, then water quenched",40 wt.% austenite + 60 wt.% ferrite,25 Cr duplex SS UNS S32550,40,Fe Alloy
141,61.68,25.92,5.9,3.19,0,0.2,0,0.03,0.47,0.96,1.62,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,176,65,3.5 wt.% NaCl,0.62,7,"Potentiodynamic Polarization. Potentiodynamic sweeps in hot 3.5% NaCl solution were carried out at a rate of 1 mV s-1. The tests were carried out in a glass three-electrode cell held in a water bath at 65 °C. In all experiments the rod under test was supported in a holder on the lid of the cell such that the end face just touched the surface of the test solution as described above. The counter electrode was a platinum wire, the reference electrode a saturated calomel electrode (SCE) at the same solution temperature; all potentials are given against the SCE. The potential at which the current density exceeded 50 uA cm-2 was defined as the pitting potential.",1,"annealled at 1140C for 2h, then water quenched",36 wt.% austenite + 64 wt.% ferrite,25 Cr duplex SS UNS S32550,40,Fe Alloy
142,65.89,20.8,11.7,0.22,0,0.03,0,0.05,0.7,0.6,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,547.7,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 7% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
143,66.86,20.9,10.5,0.22,0,0.05,0,0.05,0.7,0.7,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,562.99,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 9% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
144,68.22,20.8,9.2,0.23,0,0.08,0,0.05,0.7,0.7,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,625,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 10% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
145,69.1,21,8,0.23,0,0.1,0,0.05,0.8,0.7,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,682.64,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 15% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
146,70.32,20.6,7.4,NA,0,0.17,0,0.02,1.1,0.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,726.74,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 18% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
147,70.57,20.5,7.2,NA,0,0.17,0,0.06,1.1,0.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,765.17,27,Deaerated (nitrogen purge) 1 N H2SO4 + 0.5 M NaCl,0.5,0,Potentiodynamic Polarization,0.83,"solution-treated (1 h, 1120 C, water quench)",austenite + 11% ferrite,"Cast Duplex CF-Type SS (cast equivalent of AISI 304SS), 9-µm diamond paste surface finish",41,Fe Alloy
148,64.23,17.4,13.2,2.57,0,0.16,0,0.02,0.64,1.73,NA,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,500,NA, deareated (by H2) 1 M HCl,0,0,"Potentiodynamic Polarization. the sample was kept immersed in the experimental solution for 5 min at open-circuit potential (OCP). The anodic potential was increased in steps of 20 mVSCE, and the current readings were recorded after waiting at each set potential for 1 min.",0.33,soution-annealed at 1100C for 20 min and water quenched,NA,"600 grit surface finish, 316LN (UNS S31653), exposed area 3 cm2",45,Fe Alloy
149,64.23,17.4,13.2,2.57,0,0.16,0,0.02,0.64,1.73,NA,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,720,NA,deareated (by H2) 3 M NaCl,3,7,"Potentiodynamic Polarization. the sample was kept immersed in the experimental solution for 5 min at open-circuit potential (OCP). The anodic potential was increased in steps of 20 mVSCE, and the current readings were recorded after waiting at each set potential for 1 min.",0.33,soution-annealed at 1100C for 20 min and water quenched,NA,"600 grit surface finish, 316LN (UNS S31653), exposed area 3 cm2",45,Fe Alloy
